issn,journal_title,accurate_title,author_instructions,editorial_board,facebook_url,home_page_url,is_society_journal,linkedin_url,society_organization,society_organization_url,twitter_page_url,wikidata_url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445-1460,Vacunas,Vacunas (English Edition),http://www.elsevier.com/journals/vacunas-english-edition/2445-1460/guide-for-authors,https://www.journals.elsevier.com/vacunas-english-edition/editorial-board,,https://www.journals.elsevier.com/vacunas-english-edition,FALSE,,,,,https://www.wikidata.org/wiki/Q96732186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0749-0739,The Veterinary clinics of North America,Veterinary Clinics of North America: Equine Practice,http://www.elsevier.com/journals/veterinary-clinics-of-north-america-equine-practice/0749-0739/guide-for-authors,https://www.journals.elsevier.com/veterinary-clinics-of-north-america-equine-practice/editorial-board,,https://www.journals.elsevier.com/veterinary-clinics-of-north-america-equine-practice,FALSE,,,,,https://www.wikidata.org/wiki/Q15758316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094-9194,The veterinary clinics of North America,Veterinary Clinics of North America: Exotic Animal Practice,http://www.elsevier.com/journals/veterinary-clinics-of-north-america-exotic-animal-practice/1094-9194/guide-for-authors,https://www.journals.elsevier.com/veterinary-clinics-of-north-america-exotic-animal-practice/editorial-board,,https://www.journals.elsevier.com/veterinary-clinics-of-north-america-exotic-animal-practice,FALSE,,,,,https://www.wikidata.org/wiki/Q15752608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0749-0720,The veterinary clinics of North America,Veterinary Clinics of North America: Food Animal Practice,http://www.elsevier.com/journals/veterinary-clinics-of-north-america-food-animal-practice/0749-0720/guide-for-authors,https://www.journals.elsevier.com/veterinary-clinics-of-north-america-food-animal-practice/editorial-board,,https://www.journals.elsevier.com/veterinary-clinics-of-north-america-food-animal-practice,FALSE,,,,,https://www.wikidata.org/wiki/Q15750333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0195-5616,The Veterinary clinics of North America,Veterinary Clinics of North America: Small Animal Practice,http://www.elsevier.com/journals/veterinary-clinics-of-north-america-small-animal-practice/0195-5616/guide-for-authors,,,https://www.journals.elsevier.com/veterinary-clinics-of-north-america-small-animal-practice,FALSE,,,,,https://www.wikidata.org/wiki/Q15765188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589-9147,Water research,Water Research X,http://www.elsevier.com/journals/water-research-x/2589-9147/guide-for-authors,https://www.journals.elsevier.com/water-research-x/editorial-board,,https://www.journals.elsevier.com/water-research-x,FALSE,,,,,https://www.wikidata.org/wiki/Q96320904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0148-0685,Women's studies international quarterly,Women's Studies International Forum,http://www.elsevier.com/journals/womens-studies-international-forum/0277-5395/guide-for-authors,https://www.journals.elsevier.com/womens-studies-international-forum/editorial-board,,https://www.journals.elsevier.com/womens-studies-international-forum,FALSE,,,,,https://www.wikidata.org/wiki/Q15759375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939-4551,The World Allergy Organization journal,World Allergy Organization Journal,http://www.elsevier.com/journals/world-allergy-organization-journal/1939-4551/guide-for-authors,https://www.journals.elsevier.com/world-allergy-organization-journal/editorial-board,https://www.facebook.com/worldallergyorg/,https://www.journals.elsevier.com/world-allergy-organization-journal,FALSE,,,,https://twitter.com/worldallergy?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.wikidata.org/wiki/Q15756346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590-1397,World neurosurgery,World Neurosurgery: X,http://www.elsevier.com/journals/world-neurosurgery-x/2590-1397/guide-for-authors,https://www.journals.elsevier.com/world-neurosurgery-x/editorial-board,,https://www.journals.elsevier.com/world-neurosurgery-x,FALSE,,,,,https://www.wikidata.org/wiki/Q96321029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405-6030,Perioperative care and operating room management,,http://www.elsevier.com/journals/perioperative-care-and-operating-room-management/2405-6030/guide-for-authors,https://www.journals.elsevier.com/perioperative-care-and-operating-room-management/editorial-board,,https://www.journals.elsevier.com/perioperative-care-and-operating-room-management,FALSE,,,,,https://www.wikidata.org/wiki/Q63883003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666-6510,AI open,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0039-3681,Studies in history and philosophy of science,,http://www.elsevier.com/journals/studies-in-history-and-philosophy-of-science/0039-3681/guide-for-authors,https://www.journals.elsevier.com/studies-in-history-and-philosophy-of-science/editorial-board,https://www.facebook.com/StudiesinHPS/,https://www.journals.elsevier.com/studies-in-history-and-philosophy-of-science,FALSE,,,,,https://www.wikidata.org/wiki/Q15767253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476-9271,Computational biology and chemistry,,http://www.elsevier.com/journals/computational-biology-and-chemistry/1476-9271/guide-for-authors,https://www.journals.elsevier.com/computational-biology-and-chemistry/editorial-board,,https://www.journals.elsevier.com/computational-biology-and-chemistry,FALSE,,,,,https://www.wikidata.org/wiki/Q2293538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0748-5514,Journal of free radicals in biology & medicine,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q24039918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0031-3955,The Pediatric clinics of North America,,http://www.elsevier.com/journals/pediatric-clinics-of-north-america/0031-3955/guide-for-authors,https://www.journals.elsevier.com/pediatric-clinics-of-north-america/editorial-board,,https://www.journals.elsevier.com/pediatric-clinics-of-north-america,FALSE,,,,,https://www.wikidata.org/wiki/Q7159204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0734-9750,Biotechnology advances,,http://www.elsevier.com/journals/biotechnology-advances/0734-9750/guide-for-authors,https://www.journals.elsevier.com/biotechnology-advances/editorial-board,,https://www.journals.elsevier.com/biotechnology-advances,FALSE,,,,,https://www.wikidata.org/wiki/Q4915328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095-7548,Journal of Traditional Chinese Medical Sciences,,http://www.elsevier.com/journals/journal-of-traditional-chinese-medical-sciences/2095-7548/guide-for-authors,https://www.journals.elsevier.com/journal-of-traditional-chinese-medical-sciences/editorial-board,,https://www.journals.elsevier.com/journal-of-traditional-chinese-medical-sciences,FALSE,,,,,https://www.wikidata.org/wiki/Q50810648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477-6804,Clinical radiology extra,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q68171789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0210-1637,Ortodoncia española,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q15761925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0275-5319,Research in international business and finance,,http://www.elsevier.com/journals/research-in-international-business-and-finance/0275-5319/guide-for-authors,https://www.journals.elsevier.com/research-in-international-business-and-finance/editorial-board,,https://www.journals.elsevier.com/research-in-international-business-and-finance,FALSE,,,,,https://www.wikidata.org/wiki/Q15758433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210-5239,Biomedicine & preventive nutrition,,,,,https://www.journals.elsevier.com/biomedicine-and-preventive-nutrition,FALSE,,,,,https://www.wikidata.org/wiki/Q96328459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352-4928,Materials today communications,,http://www.elsevier.com/journals/materials-today-communications/2352-4928/guide-for-authors,https://www.journals.elsevier.com/materials-today-communications/editorial-board,,https://www.journals.elsevier.com/materials-today-communications,FALSE,,,,,https://www.wikidata.org/wiki/Q63882976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0092-640X,Atomic data and nuclear data tables,,http://www.elsevier.com/journals/atomic-data-and-nuclear-data-tables/0092-640x/guide-for-authors,https://www.journals.elsevier.com/atomic-data-and-nuclear-data-tables/editorial-board,,https://www.journals.elsevier.com/atomic-data-and-nuclear-data-tables,FALSE,,,,,https://www.wikidata.org/wiki/Q2920192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0021-9991,Journal of computational physics,,http://www.elsevier.com/journals/journal-of-computational-physics/0021-9991/guide-for-authors,https://www.journals.elsevier.com/journal-of-computational-physics/editorial-board,,https://www.journals.elsevier.com/journal-of-computational-physics,FALSE,,,,,https://www.wikidata.org/wiki/Q6295008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352-1775,Journal of cellular immunotherapy,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q50817064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615-9071,Osteopathische Medizin,,http://www.elsevier.com/journals/osteopathische-medizin/1615-9071/guide-for-authors,https://www.journals.elsevier.com/osteopathische-medizin/editorial-board,,https://www.journals.elsevier.com/osteopathische-medizin,FALSE,,,,,https://www.wikidata.org/wiki/Q63882999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0016-2361,Fuel,,http://www.elsevier.com/journals/fuel/0016-2361/guide-for-authors,https://www.journals.elsevier.com/fuel/editorial-board,,https://www.journals.elsevier.com/fuel,FALSE,,,,,https://www.wikidata.org/wiki/Q15766923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0160-2527,International journal of law and psychiatry,,http://www.elsevier.com/journals/international-journal-of-law-and-psychiatry/0160-2527/guide-for-authors,https://www.journals.elsevier.com/international-journal-of-law-and-psychiatry/editorial-board,,https://www.journals.elsevier.com/international-journal-of-law-and-psychiatry,FALSE,,,,,https://www.wikidata.org/wiki/Q15754400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530-3805,Revista de psicodidáctica,,http://www.elsevier.com/journals/revista-de-psicodidactica-english-edition/2530-3805/guide-for-authors,https://www.journals.elsevier.com/revista-de-psicodidactica-english-edition/editorial-board,,https://www.journals.elsevier.com/revista-de-psicodidactica-english-edition,FALSE,,,,,https://www.wikidata.org/wiki/Q63883024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213-3054,Anthropocene,,http://www.elsevier.com/journals/anthropocene/2213-3054/guide-for-authors,https://www.journals.elsevier.com/anthropocene/editorial-board,,https://www.journals.elsevier.com/anthropocene,FALSE,,,,,https://www.wikidata.org/wiki/Q53995443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006-8104,Journal of Northeast Agricultural University,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q27717412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383-7621,Journal of systems architecture,,http://www.elsevier.com/journals/journal-of-systems-architecture/1383-7621/guide-for-authors,https://www.journals.elsevier.com/journal-of-systems-architecture/editorial-board,,https://www.journals.elsevier.com/journal-of-systems-architecture,FALSE,,,,,https://www.wikidata.org/wiki/Q15753657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215-1532,"Environmental nanotechnology, monitoring & management",,http://www.elsevier.com/journals/environmental-nanotechnology-monitoring-and-management/2215-1532/guide-for-authors,https://www.journals.elsevier.com/environmental-nanotechnology-monitoring-and-management/editorial-board,,https://www.journals.elsevier.com/environmental-nanotechnology-monitoring-and-management,FALSE,,,,,https://www.wikidata.org/wiki/Q63882903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352-0237,Journal of government information,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0723-2020,Systematic and applied microbiology,,http://www.elsevier.com/journals/systematic-and-applied-microbiology/0723-2020/guide-for-authors,https://www.journals.elsevier.com/systematic-and-applied-microbiology/editorial-board,,https://www.journals.elsevier.com/systematic-and-applied-microbiology,FALSE,,,,,https://www.wikidata.org/wiki/Q15749219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0045-7930,Computers & fluids,,http://www.elsevier.com/journals/computers-and-fluids/0045-7930/guide-for-authors,https://www.journals.elsevier.com/computers-and-fluids/editorial-board,,https://www.journals.elsevier.com/computers-and-fluids,FALSE,,,,,https://www.wikidata.org/wiki/Q15765910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005-8885,Journal of China Universities of Posts and Telecommunications,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q63883062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0276-1092,The Year book of orthopedics,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96733939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031-170X,Australian College of Midwives Incorporated journal,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590-2911,Social sciences & humanities open,,http://www.elsevier.com/journals/social-sciences-and-humanities-open/2590-2911/guide-for-authors,https://www.journals.elsevier.com/social-sciences-and-humanities-open/editorial-board,,https://www.journals.elsevier.com/social-sciences-and-humanities-open,FALSE,,,,,https://www.wikidata.org/wiki/Q96731548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0167-0115,Regulatory peptides,,,,,https://www.journals.elsevier.com/regulatory-peptides,FALSE,,,,,https://www.wikidata.org/wiki/Q15762717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214-6474,BBA clinical,,,,,,FALSE,,,,https://twitter.com/bbajournals/,https://www.wikidata.org/wiki/Q27725665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666-9358,Materials reports,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0929-7855,Journal of lipid mediators and cell signalling,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q27714038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0764-4442,Comptes rendus de l'Académie des sciences,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q2667573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0191-3085,Research in organizational behavior,,https://NotAvailable,https://www.journals.elsevier.com/research-in-organizational-behavior/editorial-board,,https://www.journals.elsevier.com/research-in-organizational-behavior,FALSE,,,,,https://www.wikidata.org/wiki/Q15755250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0951-8339,Marine structures,,http://www.elsevier.com/journals/marine-structures/0951-8339/guide-for-authors,https://www.journals.elsevier.com/marine-structures/editorial-board,,https://www.journals.elsevier.com/marine-structures,FALSE,,,,,https://www.wikidata.org/wiki/Q15754431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0272-8842,Ceramics international,,http://www.elsevier.com/journals/ceramics-international/0272-8842/guide-for-authors,https://www.journals.elsevier.com/ceramics-international/editorial-board,,https://www.journals.elsevier.com/ceramics-international,FALSE,,,,,https://www.wikidata.org/wiki/Q15761869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631-073X,Comptes rendus,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214-9163,Philosophical constructs for the chiropractic profession,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96725623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0262-4079,New scientist,,,,https://www.facebook.com/newscientist/,,FALSE,https://www.linkedin.com/company/new-scientist,,,https://twitter.com/newscientist,https://www.wikidata.org/wiki/Q525592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589-5559,JHEP reports,,http://www.elsevier.com/journals/jhep-reports/2589-5559/guide-for-authors,https://www.journals.elsevier.com/jhep-reports/editorial-board,https://www.facebook.com/jhepreports/,https://www.journals.elsevier.com/jhep-reports,FALSE,,,,https://twitter.com/jhep_reports?lang=en,https://www.wikidata.org/wiki/Q96319271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0882-4010,Microbial pathogenesis,,https://www.elsevier.com/journals/microbial-pathogenesis/0882-4010/guide-for-authors,https://www.sciencedirect.com/journal/microbial-pathogenesis/about/editorial-board,,https://www.sciencedirect.com/journal/microbial-pathogenesis,FALSE,,,,,https://www.wikidata.org/wiki/Q15766470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0161-4630,Prostaglandins and medicine,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352-9407,Applied materials today,,http://www.elsevier.com/journals/applied-materials-today/2352-9407/guide-for-authors,https://www.journals.elsevier.com/applied-materials-today/editorial-board,,https://www.journals.elsevier.com/applied-materials-today,FALSE,,,,https://twitter.com/applmatertoday?lang=en,https://www.wikidata.org/wiki/Q63882851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084-4071,The Year book of urology,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q63883083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666-5220,Brain multiphysics,,http://www.elsevier.com/journals/brain-multiphysics/2666-5220/guide-for-authors,https://www.journals.elsevier.com/brain-multiphysics/editorial-board,,https://www.journals.elsevier.com/brain-multiphysics,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0882-0511,Seminars in veterinary medicine and surgery (small animal),,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213-4530,Food science and human wellness,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q50816228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878-3317,Journal of experimental and clinical medicine,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q15817620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0934-8859,Zentralblatt für Hygiene und Umweltmedizin,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q27709461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590-0617,Progress in disaster science,,http://www.elsevier.com/journals/progress-in-disaster-science/2590-0617/guide-for-authors,https://www.journals.elsevier.com/progress-in-disaster-science/editorial-board,,https://www.journals.elsevier.com/progress-in-disaster-science,FALSE,,,,,https://www.wikidata.org/wiki/Q96729556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352-6440,Trauma case reports,,http://www.elsevier.com/journals/trauma-case-reports/2352-6440/guide-for-authors,https://www.journals.elsevier.com/trauma-case-reports/editorial-board,,https://www.journals.elsevier.com/trauma-case-reports,FALSE,,,,,https://www.wikidata.org/wiki/Q50811899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0035-7820,Röntgenpraxis,,,,,https://www.journals.elsevier.com/rontgenpraxis,FALSE,,,,,https://www.wikidata.org/wiki/Q27713335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214-0115,UMK procedia,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96731624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290-0958,Air & space Europe,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q68171714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405-8963,IFAC-PapersOnLine,,http://www.elsevier.com/journals/ifac-papersonline/2405-8963/guide-for-authors,https://www.journals.elsevier.com/ifac-papersonline/editorial-board,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0926-6569,Biochimica et biophysica acta,,,,,,FALSE,,,,https://twitter.com/bbajournals,https://www.wikidata.org/wiki/Q864239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352-4065,Animal gene,,http://www.elsevier.com/journals/animal-gene/2352-4065/guide-for-authors,https://www.journals.elsevier.com/animal-gene/editorial-board,,https://www.journals.elsevier.com/animal-gene,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0743-0167,Journal of rural studies,,http://www.elsevier.com/journals/journal-of-rural-studies/0743-0167/guide-for-authors,https://www.journals.elsevier.com/journal-of-rural-studies/editorial-board,,https://www.journals.elsevier.com/journal-of-rural-studies,FALSE,,,,,https://www.wikidata.org/wiki/Q15746472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0094-4548,Letters in heat and mass transfer,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96331320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0165-2125,Wave motion,,http://www.elsevier.com/journals/wave-motion/0165-2125/guide-for-authors,https://www.journals.elsevier.com/wave-motion/editorial-board,,https://www.journals.elsevier.com/wave-motion,FALSE,,,,,https://www.wikidata.org/wiki/Q26008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0045-7949,Computers & structures,,http://www.elsevier.com/journals/computers-and-structures/0045-7949/guide-for-authors,https://www.journals.elsevier.com/computers-and-structures/editorial-board,,https://www.journals.elsevier.com/computers-and-structures,FALSE,,,,,https://www.wikidata.org/wiki/Q15764000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590-0978,Medicine in microecology,,http://www.elsevier.com/journals/medicine-in-microecology/2590-0978/guide-for-authors,https://www.journals.elsevier.com/medicine-in-microecology/editorial-board,,https://www.journals.elsevier.com/medicine-in-microecology,FALSE,,,,,https://www.wikidata.org/wiki/Q96729008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003-0465,Journal of the American Pharmaceutical Association,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q27711344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214-0271,HeartRhythm case reports,,http://www.elsevier.com/journals/heartrhythm-case-reports/2214-0271/guide-for-authors,https://www.journals.elsevier.com/heartrhythm-case-reports/editorial-board,https://www.facebook.com/HeartRhythmCR/,https://www.journals.elsevier.com/heartrhythm-case-reports,FALSE,,,,https://twitter.com/hrs_casereports,https://www.wikidata.org/wiki/Q65049668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297-3203,Chirurgie de la main,,,,,https://www.journals.elsevier.com/chirurgie-de-la-main,FALSE,,,,,https://www.wikidata.org/wiki/Q27714668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138-5758,Cuadernos de economía y dirección de la empresa,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q86601941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0388-0001,Language sciences :,,http://www.elsevier.com/journals/language-sciences/0388-0001/guide-for-authors,https://www.journals.elsevier.com/language-sciences/editorial-board,,https://www.journals.elsevier.com/language-sciences,FALSE,,,,,https://www.wikidata.org/wiki/Q6486683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214-6636,Pathogenesis,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q27714769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674-9847,Geodesy and geodynamics,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q50521748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097-2765,Molecular cell,,https://www.cell.com/molecular-cell/author-resources,https://www.cell.com/molecular-cell/editors-and-staff,,https://www.cell.com/molecular-cell/home,FALSE,,,,https://twitter.com/MolecularCell,https://www.wikidata.org/wiki/Q3319468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666-5581,"Wellbeing, space and society",,http://www.elsevier.com/journals/wellbeing-space-and-society/2666-5581/guide-for-authors,https://www.journals.elsevier.com/wellbeing-space-and-society/editorial-board,,https://www.journals.elsevier.com/wellbeing-space-and-society,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754-4548,Infosecurity,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96331546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085-5637,Operative techniques in cardiac & thoracic surgery,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96722310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0964-5691,Ocean and coastal management,,http://www.elsevier.com/journals/ocean-and-coastal-management/0964-5691/guide-for-authors,https://www.journals.elsevier.com/ocean-and-coastal-management/editorial-board,,https://www.journals.elsevier.com/ocean-and-coastal-management,FALSE,,,,,https://www.wikidata.org/wiki/Q15765420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0268-960X,Blood reviews,,http://www.elsevier.com/journals/blood-reviews/0268-960x/guide-for-authors,https://www.journals.elsevier.com/blood-reviews/editorial-board,,https://www.journals.elsevier.com/blood-reviews,FALSE,,,,https://twitter.com/bloodreviews?lang=en,https://www.wikidata.org/wiki/Q15724415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0972-6292,Indian Pacing and Electrophysiology Journal,,http://www.elsevier.com/journals/indian-pacing-and-electrophysiology-journal/0972-6292/guide-for-authors,https://www.journals.elsevier.com/indian-pacing-and-electrophysiology-journal/editorial-board,,https://www.journals.elsevier.com/indian-pacing-and-electrophysiology-journal,FALSE,,,,https://twitter.com/IPEJ_journal,https://www.wikidata.org/wiki/Q15734361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666-8696,Clinics in integrated care,,http://www.elsevier.com/journals/clinics-in-integrated-care/2666-8696/guide-for-authors,,,https://www.journals.elsevier.com/clinics-in-integrated-care,FALSE,,,,,https://www.wikidata.org/wiki/Q96701586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0147-5975,Experimental mycology,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q45135198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0301-9322,International Journal of Multiphase Flow,,http://www.elsevier.com/journals/international-journal-of-multiphase-flow/0301-9322/guide-for-authors,https://www.journals.elsevier.com/international-journal-of-multiphase-flow/editorial-board,,https://www.journals.elsevier.com/international-journal-of-multiphase-flow,FALSE,,,,,https://www.wikidata.org/wiki/Q15752545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0278-145X,Seminars in dermatology,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q26839878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
