issn,journal_title,accurate_title,author_instructions,editorial_board,facebook_url,home_page,linkedin_url,society_organization_1,society_organization_2,society_organization_3,society_organization_link_1,society_organization_link_2,society_organization_link_3,twitter_url,wikidata_url
1942-0889,Communicative & integrative biology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=kcib20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=kcib20,,https://www.tandfonline.com/toc/kcib20/current,,,,,,,,,https://www.wikidata.org/wiki/Q27722161
1942-4620,Family science,,,,,https://www.tandfonline.com/toc/rfsc20/current,,European Society on Family Relations,,,http://www.esfr.org/,,,,
0093-1705,World literature written in English,,,,,,,,,,,,,,
1057-610X,Studies in conflict and terrorism,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=uter20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=uter20,,https://www.tandfonline.com/toc/uter20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15764802
0093-4690,Journal of field archaeology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yjfa20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yjfa20,https://www.facebook.com/pages/category/Publisher/Journal-of-Field-Archaeology-106369651025481/,https://www.tandfonline.com/toc/yjfa20/current,,,,,,,,https://twitter.com/j_f_archaeology,https://www.wikidata.org/wiki/Q15761992
1059-8650,The journal of museum education,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rjme20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rjme20,,https://www.tandfonline.com/toc/rjme20/current,,Museum Education Roundtable (MER),,,http://www.museumedu.org/,,,,https://www.wikidata.org/wiki/Q15759501
1942-7867,Transportation letters,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ytrl20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ytrl20,,https://www.tandfonline.com/toc/ytrl20/current,,,,,,,,,https://www.wikidata.org/wiki/Q63871813
0095-5183,Drug development communications,,,,,https://www.tandfonline.com/toc/iddi19/current,,,,,,,,,
1944-2890,Ethnoarchaeology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yeth20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yeth20,,https://www.tandfonline.com/toc/yeth20/current,,,,,,,,https://twitter.com/ethnoarch_j,https://www.wikidata.org/wiki/Q63871636
0096-6665,Air repair,,,,,https://www.tandfonline.com/toc/uawm15/current,,,,,,,,,
1059-9258,Journal of religion in disability & rehabilitation,,,,,,,,,,,,,,
1947-461X,California archaeology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ycal20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ycal20,,https://www.tandfonline.com/toc/ycal20/current,,Society for California Archaeology,,,https://scahome.org/,,,,https://www.wikidata.org/wiki/Q63871584
1061-9526,Electro- and magnetobiology,,,,,https://www.tandfonline.com/toc/iebm19/current,,,,,,,,,
1064-122X,Fullerene science and technology,,,,,https://www.tandfonline.com/toc/lfnn19/current,,,,,,,,,
1947-7953,IDA journal on desalination and water reuse,,,,,https://www.tandfonline.com/toc/yida20/current,,,,,,,,,https://www.wikidata.org/wiki/Q96707902
0099-4480,Journal of the Illuminating Engineering Society,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15746165
0105-0206,Bulletin du Cercle Linguistique de Copenhague,,,,,,,,,,,,,,
1064-5136,Crisis intervention and time-limited treatment,,,,,https://www.tandfonline.com/toc/gcit19/current,,,,,,,,,
2000-8066,European journal of psychotraumatology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=zept20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=zept20,,https://www.tandfonline.com/toc/zept20/current,,,,,,,,,https://www.wikidata.org/wiki/Q27723690
1064-9867,Journal of pastoral theology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ypat20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ypat20,https://www.facebook.com/JournalofPastoralTheology/,https://www.tandfonline.com/toc/ypat20/current,,Society for Pastoral Theology,,,http://www.societyforpastoraltheology.org/,,,https://twitter.com/jptspt,https://www.wikidata.org/wiki/Q63871713
0142-5080,Newsletter of the Society for Seventeenth-Century French Studies,,,,,,,,,,,,,,
1065-2469,Integral transforms and special functions,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=gitr20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=gitr20,,https://www.tandfonline.com/toc/gitr20/current,,,,,,,,,https://www.wikidata.org/wiki/Q6042666
0143-6147,Tropical pest management,,,,,https://www.tandfonline.com/toc/ttpm19/current,,,,,,,,,
2000-818X,European Journal of Psychotraumatology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=zept20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=zept20,,https://www.tandfonline.com/toc/zept20/current,,European Society for Traumatic Stress Studies (ESTSS).,,,https://www.estss.org/,,,https://twitter.com/psychotraumatol,https://www.wikidata.org/wiki/Q27723690
1065-6219,Journal of research on christian education,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=urce20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=urce20,,https://www.tandfonline.com/toc/urce20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15754802
1065-898X,Information systems security,,,,,https://www.tandfonline.com/toc/uiss19/current,,,,,,,,,
0144-0381,Arms control,,,,,,,,,,,,,,
2042-3489,New journal of botany,,,,,https://www.tandfonline.com/toc/ynjb20/current?nav=tocList,,Botanical Society of Britain & Ireland,,,http://www.bsbi.org.uk/,,,,https://www.wikidata.org/wiki/Q22110019
1066-9817,The Journal of manual & manipulative therapy,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yjmt20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yjmt20,,https://www.tandfonline.com/toc/yjmt20/current,,"AAOMPT, The McKenzie Institute International & OMT-France",,,http://tandfonline.com/action/journalInformation?show=societyInformation&journalCode=YJMT20,,,,https://www.wikidata.org/wiki/Q6295483
2042-6445,International wood products journal,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ywpj20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ywpj20,,https://www.tandfonline.com/toc/ywpj20/current,,"Institute of Materials, Minerals and Mining",,,http://www.iom3.org/,,,,https://www.wikidata.org/wiki/Q6054297
0145-3351,Journal of the Association for the Care of Children in Hospitals,,,,,https://www.tandfonline.com/toc/hchc19/current,,,,,,,,,
1067-1684,Visual sociology,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q220821
2044-0243,Journal for the study of spirituality,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yjss20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yjss20,,https://www.tandfonline.com/toc/yjss20/current,,International Network for the Study of Spirituality,,,http://www.basspirituality.org.uk/,,,https://twitter.com/jsspirituality,https://www.wikidata.org/wiki/Q63871681
1068-6061,Journal of transnational management development,,,,,https://www.tandfonline.com/toc/wzmd20/current,,,,,,,,,
2044-5911,Journal of cognitive psychology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=pecp21,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=pecp21,,https://www.tandfonline.com/toc/pecp21/current,,,,,,,,,https://www.wikidata.org/wiki/Q15758650
0146-1109,Midcontinental journal of archaeology,,,,,https://www.tandfonline.com/toc/ymca20/current,,Midwest Archaeological Conference (MAC),,,http://www.midwestarchaeology.org/,,,,https://www.wikidata.org/wiki/Q15754493
1068-7777,Journal of infectious disease pharmacotherapy,,,,,,,,,,,,,,
2046-5726,Medieval mystical theology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ymmt20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ymmt20,,https://www.tandfonline.com/toc/ymmt20/current,,The Eckhart Society,,,https://www.eckhartsociety.org/,,,,https://www.wikidata.org/wiki/Q63871736
0147-037X,Ming studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ymng20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ymng20,,https://www.tandfonline.com/toc/ymng20/current,,The Society for Ming Studies,,,http://mingstudies.arts.ubc.ca/,,,,https://www.wikidata.org/wiki/Q15756890
1069-1316,College & undergraduate libraries,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15817562
2046-9047,Paediatrics and international child health,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ypch20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ypch20,,https://www.tandfonline.com/toc/ypch20/current,,,,,,,,,https://www.wikidata.org/wiki/Q26867049
0147-8885,Journal of histotechnology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yhis20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yhis20,,https://www.tandfonline.com/toc/yhis20/current,,National Society for Histotechnology (NSH),,,http://www.nsh.org/,,,,https://www.wikidata.org/wiki/Q27715233
2047-3869,International journal of developmental disabilities,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yjdd20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yjdd20,,https://www.tandfonline.com/toc/yjdd20/current,,,,,,,,,https://www.wikidata.org/wiki/Q27725509
0149-0117,Literacy Research And Instruction,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ulri20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ulri20,,https://www.tandfonline.com/toc/ulri20/current,,Association of Literacy Educators & Researchers,,,http://www.aleronline.org/,,,,
2047-4806,Medical writing,,,,,https://www.tandfonline.com/toc/ymew20/current,,,,,,,,,https://www.wikidata.org/wiki/Q96332416
1071-894X,Pharmaceutical News,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96328428
2047-7724,Pathogens and global health,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ypgh20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ypgh20,,https://www.tandfonline.com/toc/ypgh20/current,https://www.linkedin.com/company/pathogens-&-global-health/about/,,,,,,,,https://www.wikidata.org/wiki/Q4767869
0161-0333,Together,,,,,,,,,,,,,,
2047-9700,International journal of healthcare management,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yjhm20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yjhm20,,https://www.tandfonline.com/toc/yjhm20/current,,,,,,,,,https://www.wikidata.org/wiki/Q27724366
1074-9357,Topics in stroke rehabilitation,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ytsr20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ytsr20,,https://www.tandfonline.com/toc/ytsr20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15758501
0161-4622,Italian culture,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yitc20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yitc20,,https://www.tandfonline.com/toc/yitc20/current,,American Association for Italian Studies,,,https://aais.wildapricot.org/membership,,,,https://www.wikidata.org/wiki/Q15746614
1075-9417,Mechanics of composite materials and structures,,,,,https://www.tandfonline.com/toc/umcm19/current,,,,,,,,,
2050-2877,The new bioethics,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ynbi20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ynbi20,,https://www.tandfonline.com/toc/ynbi20/current,,,,,,,,,https://www.wikidata.org/wiki/Q27725394
0161-6412,Neurological research,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yner20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yner20,,https://www.tandfonline.com/toc/yner20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15765622
2050-571X,"Speech, language and hearing",,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yslh20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yslh20,https://www.facebook.com/SpeechLangHear/,https://www.tandfonline.com/toc/yslh20/current,,"Asia Pacific Society of Speech, Language and Hearing (APSSLH)",Hong Kong Association of Speech Therapists (HKAST),New Zealand Speech-Language Therapists' Association (NZSTA),http://www.apsslh.org/,https://www.speechtherapy.org.hk/,https://speechtherapy.org.nz/,https://twitter.com/speechlanghear?lang=en,https://www.wikidata.org/wiki/Q27726678
0163-0571,Journal of immunopharmacology,,,,,https://www.tandfonline.com/toc/iipi19/current,,,,,,,,,
1077-3525,International journal of occupational and environmental health,,,,,https://www.tandfonline.com/toc/yjoh20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15757711
2051-4530,The international journal of regional and local history,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yjrl20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yjrl20,,https://www.tandfonline.com/toc/yjrl20/current,,,,,,,,,https://www.wikidata.org/wiki/Q56696298
2051-8196,Journal of community archaeology & heritage,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ycah20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ycah20,,https://www.tandfonline.com/toc/ycah20/current,,,,,,,,,https://www.wikidata.org/wiki/Q62027713
0169-1112,The pain clinic,,,,,https://www.tandfonline.com/toc/ypai20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15750327
1079-0268,The journal of spinal cord medicine,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yscm20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yscm20,,https://www.tandfonline.com/toc/yscm20/current,,Academy of Spinal Cord Injury Professionals (ASCIP),,,http://www.academyscipro.org/,,,,https://www.wikidata.org/wiki/Q26853939
0182-3329,"Bâtiment international, Building research & practice",,,,,https://www.tandfonline.com/toc/rbri19/current,,,,,,,,,
2055-0316,Advanced device materials,,,,,https://www.tandfonline.com/toc/yadv20/current,,,,,,,,,https://www.wikidata.org/wiki/Q50815229
1081-1443,Journal of personal & interpersonal loss,,,,,,,,,,,,,,
0197-1360,Journal of the American Institute for Conservation,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yjac20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yjac20,,https://www.tandfonline.com/toc/yjac20/current,https://www.linkedin.com/company/journal-of-the-american-institute-for-conservation,American Institute for Conservation of Historic and Artistic Works,,,http://www.conservation-us.org/,,,,https://www.wikidata.org/wiki/Q15754895
2055-0332,Nanocomposites,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ynan20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ynan20,,https://www.tandfonline.com/toc/ynan20/current,,,,,,,,,https://www.wikidata.org/wiki/Q50815228
1083-3196,Physical therapy reviews,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yptr20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yptr20,,https://www.tandfonline.com/toc/yptr20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15750417
0197-7261,Lithic technology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ylit20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ylit20,,https://www.tandfonline.com/toc/ylit20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15751661
2055-0758,"Catalysis, structure & reactivity",,,,,https://www.tandfonline.com/toc/ycsr20/current,,,,,,,,,https://www.wikidata.org/wiki/Q50815226
1090-3771,Philosophy and geography,,,,,https://www.tandfonline.com/toc/cpag20/current,,,,,,,,,https://www.wikidata.org/wiki/Q3231442
2055-5563,PaleoAmerica,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ypal20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ypal20,,https://www.tandfonline.com/toc/ypal20/current,,,,,,,,,https://www.wikidata.org/wiki/Q63871747
2056-3035,Early modern French studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yemf20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yemf20,,https://www.tandfonline.com/toc/yemf20/current,,The Society for Early Modern French Studies,,,http://www.semfs.org.uk/,,,,https://www.wikidata.org/wiki/Q63871626
0210-3702,Journal For The Study Of Education And Development,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=riya20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=riya20,,https://www.tandfonline.com/toc/riya20/38/3,,Fundación Infancia y Aprendizaje,,,http://www.fia.es/en/,,,,
2057-3316,International diabetes nursing,,,,,https://www.tandfonline.com/toc/yidn20/current,,Foundation of European Nurses in Diabetes (FEND),,,http://www.fend.org/,,,,https://www.wikidata.org/wiki/Q96710111
0213-4748,Revista de psicología social,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rrps20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rrps20,,https://www.tandfonline.com/toc/rrps20/current,,Fundación Infancia y Aprendizaje,,,http://www.fia.es/en/,,,https://twitter.com/ijsp_rps,https://www.wikidata.org/wiki/Q58468131
1094-608X,Journal of convention & exhibition management,,,,,,,,,,,,,,
0253-3839,Zhōngguó gōngchéng xuékān,,,,,,,,,,,,,,
2153-2974,Journal of digital learning in teacher education,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ujdl20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ujdl20,,https://www.tandfonline.com/toc/ujdl20/current,,International Society for Technology in Education,,,https://www.iste.org/,,,,https://www.wikidata.org/wiki/Q59285045
1094-6098,American journal of pastoral counseling,,,,,https://www.tandfonline.com/toc/wzaj20/current,,,,,,,,,
0254-9948,Monumenta serica,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ymon20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ymon20,,https://www.tandfonline.com/toc/ymon20/current,,Monumenta Serica Institute,,,http://www.monumenta-serica.de/monumenta-serica/institute/index.php,,,,https://www.wikidata.org/wiki/Q480577
2158-379X,Journal of political power,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rpow21,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rpow21,,https://www.tandfonline.com/toc/rpow21/current,,,,,,,,,https://www.wikidata.org/wiki/Q58875500
1095-5046,Journal of radio studies,,,,,,,,,,,,,,
2159-032X,Heritage & society,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15817512
0260-1362,School organization,,,,,,,,,,,,,,
1135-6405,Culture And Education,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rcye20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rcye20,,https://www.tandfonline.com/toc/rcye20/current,,Fundación Infancia y Aprendizaje,,,http://www.fia.es/en/,,,,
2159-8908,Prime,,,,,,,,,,,,,,
1195-6860,Écoscience,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=teco20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=teco20,,https://www.tandfonline.com/toc/teco20/current,,Université Laval,,,http://www2.ulaval.ca/en/home.html,,,,https://www.wikidata.org/wiki/Q19597053
0261-3530,Journal of area studies,,,,,https://www.tandfonline.com/toc/cjea18/current,,,,,,,,,
2160-0244,Newsletter,,,,,,,,,,,,,,
2161-9441,Journal of African diaspora archaeology and heritage,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yjaf20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yjaf20,,https://www.tandfonline.com/toc/yjaf20/current,,,,,,,,,https://www.wikidata.org/wiki/Q47458802
1322-1698,Australian journal of environmental management,,,,,https://www.tandfonline.com/toc/tjem19/current,,,,,,,,,
0261-4340,The Italianist,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yita20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yita20,https://www.facebook.com/The-Italianist-135931056935106/,https://www.tandfonline.com/toc/yita20/current,,,,,,,,https://twitter.com/the_italianist,https://www.wikidata.org/wiki/Q15762166
2164-828X,Food economics,,,,,https://www.tandfonline.com/toc/sagc21/current,,Nordic Association of Agricultural Science,,,http://www.nordicagriculture.eu/,,,,https://www.wikidata.org/wiki/Q80450933
0263-0257,Civil engineering systems (Print),Civil engineering systems,,,,https://www.tandfonline.com/toc/gcee19/current,,,,,,,,,
2167-9169,European journal of physiotherapy,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iejp20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=iejp20,,https://www.tandfonline.com/toc/iejp20/current,,Swedish Association of Physiotherapists,,,http://www.fysioterapeuterna.se/In-English/,,,,https://www.wikidata.org/wiki/Q27724538
0263-9904,Romance studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yros20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yros20,,https://www.tandfonline.com/toc/yros20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15762969
2381-2346,Journal of Chinese governance,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rgov20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rgov20,,https://www.tandfonline.com/toc/rgov20/current,,,,,,,,,https://www.wikidata.org/wiki/Q63871689
1324-1583,Australian journal of water resources,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=twar20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=twar20,,https://www.tandfonline.com/toc/twar20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15764688
2471-1616,International journal of kinesiology in higher education,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ukhe20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ukhe20,,https://www.tandfonline.com/toc/ukhe20/current,,,,,,,,,https://www.wikidata.org/wiki/Q63871670
1324-5821,Australasian journal of engineering education,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=teen20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=teen20,,https://www.tandfonline.com/toc/teen20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15763076
1324-8928,Australian journal of learning disabilities,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rald20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rald20,,https://www.tandfonline.com/toc/rald20/current,,,,,,,,,
2578-3858,Practice,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q63871754
1350-0775,Museum international,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rmil20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rmil20,,https://www.tandfonline.com/toc/rmil20/current,,International Council of Museums,,,https://icom.museum/,,,,https://www.wikidata.org/wiki/Q15224105
0266-6952,Institute of Muslim Minority Affairs,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q17005643
2688-3597,Local development & society,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rlds20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rlds20,,https://www.tandfonline.com/toc/rlds20/current,,Community Development Society (CDS),,,http://www.comm-dev.org/,,,,
0267-0836,Materials science and technology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ymst20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ymst20,,https://www.tandfonline.com/toc/ymst20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15764442
1350-5033,Conservation and management of archaeological sites,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ycma20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ycma20,,https://www.tandfonline.com/toc/ycma20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15746153
2688-4674,"Journal of race, ethnicity and the city",,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=urec20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=urec20,,https://www.tandfonline.com/toc/urec20/current,,,,,,,,,
0267-0844,Surface engineering,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ysue20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ysue20,,https://www.tandfonline.com/toc/ysue20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15762556
1351-0002,Redox report,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yrer20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yrer20,,https://www.tandfonline.com/toc/yrer20/current,,Society for Free Radical Research,,,http://www.sfrr-australasia.org/,,,,https://www.wikidata.org/wiki/Q15758836
2688-9277,European journal of materials,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tems20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tems20,,https://www.tandfonline.com/loi/tems20,,Federation of European Materials Societies,,,https://www.fems.org/,,,,
2692-398X,International journal of systemic therapy,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=wjfp21,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=wjfp21,,https://www.tandfonline.com/toc/wjfp21/current,,,,,,,,https://twitter.com/iftajournal?lang=en,
2692-9953,Sexual health & compulsivity,,,,,,,,,,,,,,
0267-8292,Liquid crystals,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tlct20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tlct20,,https://www.tandfonline.com/toc/tlct20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15754506
1352-741X,British journal of theological education,,,,,https://www.tandfonline.com/toc/yate19/current,,,,,,,,,
2693-9169,Journal of statistics and data science education,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ujse21,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ujse21,https://www.facebook.com/groups/486553198048126/,https://www.tandfonline.com/toc/ujse21/current,,American Statistical Association,,,http://amstat.org/,,,https://twitter.com/jstated,
1355-2570,Primary care psychiatry,,,,,,,,,,,,,,
0268-4535,The Journal of communist studies,,,,,,,,,,,,,,
2694-1112,Functional diamond,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tfdi20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tfdi20,,https://www.tandfonline.com/toc/tfdi20/current,,"Zhengzhou Research Institute for Abrasives & Grinding Co., Ltd.",,,,,,,
0269-0004,British journal of education and work,,,,,https://www.tandfonline.com/toc/cjew19/current,,,,,,,,,
2694-3980,Journal of inter-organizational relationships,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=wjmc21,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=wjmc21,,https://www.tandfonline.com/toc/wjmc21/current,,,,,,,,,
1355-8358,Theology & sexuality,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yths20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yths20,,https://www.tandfonline.com/toc/yths20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15767222
1357-4175,Reformation,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=yref20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=yref20,,https://www.tandfonline.com/toc/yref20/current,,Tyndale Society,,,http://www.tyndale.org/,,,,https://www.wikidata.org/wiki/Q7307444
0269-3798,International journal of geographical information systems,,,,,,,,,,,,,,
0275-1194,Pacific philosophy forum,,,,,https://www.tandfonline.com/toc/gwof18/current,,,,,,,,,
