issn,journal_title,accurate_title,author_instructions,editorial_board,facebook_url,home_page,linkedin_url,society_organization_1,society_organization_2,society_organization_link_1,society_organization_link_2,society_organization_3,society_organization_link_3,twitter_url,wikidata_url
8755-0199,Free radical research communications,,,,,https://www.tandfonline.com/toc/ifra19/current,,,,,,,,,https://www.wikidata.org/wiki/Q27711010
0892-3647,The American journal of distance education,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=hajd20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=hajd20,https://www.facebook.com/TheAJDE/,https://www.tandfonline.com/toc/hajd20/current,,,,,,,,https://twitter.com/TheAJDE,https://www.wikidata.org/wiki/Q4744239
1684-3703,Quality technology & quantitative management (Print),Quality technology & quantitative management,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ttqm20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ttqm20,,https://www.tandfonline.com/toc/ttqm20/current,,National Tsing Hua University,,https://www.nthu.edu.tw/,,,,,https://www.wikidata.org/wiki/Q27722482
1943-4472,Behavioral sciences of terrorism and political aggression,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rirt20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rirt20,,https://www.tandfonline.com/toc/rirt20/current,,Society for Terrorism Research,,http://www.societyforterrorismresearch.org/,,,,,https://www.wikidata.org/wiki/Q15817136
0023-2084,Kleio,,,,,https://www.tandfonline.com/toc/rahr19/current,,,,,,,,,
0953-7104,Platelets,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iplt20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=iplt20,,https://www.tandfonline.com/toc/iplt20/current,,,,,,,,https://twitter.com/plateletjournal,https://www.wikidata.org/wiki/Q1573582
1562-7020,African zoology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tafz20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tafz20,,https://www.tandfonline.com/toc/tafz20/current,,Zoological Society of Southern Africa (ZSSA),,http://zssa.co.za/,,,,https://twitter.com/africanzoology?lang=cs,https://www.wikidata.org/wiki/Q3618809
1063-2913,Arts education policy review,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=vaep20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=vaep20,,https://www.tandfonline.com/toc/vaep20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15750505
2330-7706,Journal of control and decision,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tjcd20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tjcd20,,https://www.tandfonline.com/toc/tjcd20/current,,"Northeastern University, China",,http://www.neu.edu.cn/,,,,,https://www.wikidata.org/wiki/Q63871690
2155-3769,Frontiers in life science,,,,,https://www.tandfonline.com/toc/tfls20/current,,,,,,,,,https://www.wikidata.org/wiki/Q24623564
1749-9518,Georisk,Georisk: Assessment and Management of Risk for Engineered Systems and Geohazards,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ngrk20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ngrk20,,https://www.tandfonline.com/toc/ngrk20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15759729
0036-9225,Scottish geographical magazine,,,,,https://www.tandfonline.com/toc/rsgj19/current,,,,,,,,,
1758-8936,Cognitive neuroscience,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=pcns20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=pcns20,,https://www.tandfonline.com/toc/pcns20/current,,,,,,,,,https://www.wikidata.org/wiki/Q5141168
0966-9582,Journal of sustainable tourism,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rsus20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rsus20,,https://www.tandfonline.com/toc/rsus20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15757725
1052-0015,Journal of small fruit & viticulture,,,,,https://www.tandfonline.com/toc/wzsv20/3/4,,,,,,,,,
0303-6758,Journal of the Royal Society of New Zealand,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tnzr20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tnzr20,,https://www.tandfonline.com/toc/tnzr20/current,,Royal Society Te Aparangi,,https://royalsociety.org.nz/,,,,,https://www.wikidata.org/wiki/Q2790617
2051-0888,Health and social care education,,,,,https://www.tandfonline.com/toc/rhep15/current,,,,,,,,,https://www.wikidata.org/wiki/Q96705890
0069-0805,Cartography,,,,,https://www.tandfonline.com/toc/tjss19/current,,,,,,,,,
0033-2828,The Psychoanalytic quarterly,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=upaq20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=upaq20,https://www.facebook.com/pages/The-Psychoanalytic-Quarterly/438730533255943,https://www.tandfonline.com/toc/upaq20/current,,,,,,,,https://twitter.com/psyquarterly,https://www.wikidata.org/wiki/Q7758663
2164-2850,Health psychology and behavioral medicine,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rhpb20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rhpb20,,https://www.tandfonline.com/toc/rhpb20/current,,European Health Psychology Society,,https://ehps.net/,,,,,https://www.wikidata.org/wiki/Q27725350
2473-4306,Toxicology communications,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ttxc20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ttxc20,,https://www.tandfonline.com/toc/ttxc20/current,,,,,,,,,https://www.wikidata.org/wiki/Q96320447
2161-4083,Journal of European CME,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=zjec20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=zjec20,,https://www.tandfonline.com/toc/zjec20/current,https://www.linkedin.com/showcase/jecme,,,,,,,https://twitter.com/jecme,https://www.wikidata.org/wiki/Q50815689
0140-6728,Westminster studies in education,,,,,https://www.tandfonline.com/toc/cwse19/current,,,,,,,,,https://www.wikidata.org/wiki/Q96334927
0968-7688,Molecular membrane biology,,,,,https://www.tandfonline.com/toc/imbc20/current,,,,,,,,,https://www.wikidata.org/wiki/Q6895964
2164-2311,Nanoscience methods,,,,,https://www.tandfonline.com/toc/tnme20/current,,,,,,,,,https://www.wikidata.org/wiki/Q96717397
1747-6933,Complex variables and elliptic equations,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=gcov20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=gcov20,,https://www.tandfonline.com/toc/gcov20/current,,"International Society for Analysis, its Applications and Computation",,http://mathisaac.org/,,,,,https://www.wikidata.org/wiki/Q15192313
1473-5970,The journal of corporate law studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rcls20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rcls20,,https://www.tandfonline.com/toc/rcls20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15762756
1944-7027,Journal of the Textile Institute transactions,,,,,https://www.tandfonline.com/toc/jtit20/current,,,,,,,,,https://www.wikidata.org/wiki/Q96330076
1321-5906,Small enterprise research,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rser20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rser20,,https://www.tandfonline.com/toc/rser20/current,,Small Enterprise Association of Australia and New Zealand Ltd,,http://seaanz.org/,,,,,https://www.wikidata.org/wiki/Q24055145
2380-2359,Mitochondrial DNA,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=imdn21,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=imdn21,,https://www.tandfonline.com/toc/imdn21/current,,,,,,,,,https://www.wikidata.org/wiki/Q27075
1479-4713,International journal of performance arts and digital media,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rpdm20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rpdm20,,https://www.tandfonline.com/toc/rpdm20/current,,,,,,,,https://twitter.com/ijpadm,https://www.wikidata.org/wiki/Q15750181
0160-8061,Journal of organizational behavior management,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=worg20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=worg20,,https://www.tandfonline.com/toc/worg20/current,,OBM Network,,http://www.obmnetwork.com/,,,,,https://www.wikidata.org/wiki/Q15760657
0306-7319,International journal of environmental analytical chemistry,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=geac20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=geac20,,https://www.tandfonline.com/toc/geac20/current,,IAEAC,,http://www.iaeac.com/,,,,,https://www.wikidata.org/wiki/Q3799630
1940-4158,Australian journal of learning difficulties,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rald20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rald20,,https://www.tandfonline.com/toc/rald20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15749289
1753-0350,Journal of cultural economy,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rjce20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rjce20,,https://www.tandfonline.com/toc/rjce20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15756811
2470-5357,Journal of ecohydraulics,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tjoe20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tjoe20,,https://www.tandfonline.com/toc/tjoe20/current,,International Association for Hydro-Environment Engineering and Research,,https://www.iahr.org/,,,,,https://www.wikidata.org/wiki/Q63871697
1740-5904,Critical discourse studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rcds20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rcds20,,https://www.tandfonline.com/toc/rcds20/current,,,,,,,,https://twitter.com/critdiscstuds?lang=en,https://www.wikidata.org/wiki/Q15761031
2059-0784,The educational and developmental psychologist,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96325056
0260-1370,International journal of lifelong education,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tled20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tled20,,https://www.tandfonline.com/toc/tled20/current,,,,,,,,https://twitter.com/ijled?lang=en,https://www.wikidata.org/wiki/Q15754350
1010-6049,Geocarto international,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tgei20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tgei20,,https://www.tandfonline.com/toc/tgei20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15752174
0281-3432,Scandinavian journal of primary health care,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ipri20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ipri20,,https://www.tandfonline.com/toc/ipri20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15765911
1474-3892,American communist history,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rach20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rach20,,https://www.tandfonline.com/toc/rach20/current,,Historians of American Communism,,http://www.historians.org/affiliates/hisn_am_communism.htm,,,,,https://www.wikidata.org/wiki/Q4743492
2151-3732,"The International journal of biodiversity science, ecosystem services & management",,,,,https://www.tandfonline.com/toc/tbsm21/current,,,,,,,,,https://www.wikidata.org/wiki/Q13553696
1947-5705,"Geomatics, natural hazards & risk",,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tgnh20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tgnh20,,https://www.tandfonline.com/toc/tgnh20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15817872
0021-0862,Iranian studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cist20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=cist20,,https://www.tandfonline.com/toc/cist20/current,,Association for Iranian Studies,,https://associationforiranianstudies.org/,,,,,https://www.wikidata.org/wiki/Q6067349
1043-643X,Chinese historians,,,,,https://www.tandfonline.com/toc/ytcr19/current,,,,,,,,,
0379-6485,Ars nova,,,,,https://www.tandfonline.com/toc/rmuz19/current,,,,,,,,,https://www.wikidata.org/wiki/Q210854
0418-4173,Data processor for better business education,,,,,https://www.tandfonline.com/toc/ucis18/current,,,,,,,,,https://www.wikidata.org/wiki/Q96704724
1931-2458,Communication methods and measures,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=hcms20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=hcms20,,https://www.tandfonline.com/toc/hcms20/current,,Communication Theory & Methodology division of the AEJMC,,https://aejmc.us/ctm/,,,,,https://www.wikidata.org/wiki/Q15817914
1050-9585,European romantic review,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=gerr20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=gerr20,,https://www.tandfonline.com/toc/gerr20/current,,,,,,,,,https://www.wikidata.org/wiki/Q5413105
0261-9768,European journal of teacher education,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cete20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=cete20,,https://www.tandfonline.com/toc/cete20/current,,Association for Teacher Education in Europe (ATEE),,https://atee.education/,,,,,https://www.wikidata.org/wiki/Q15766694
1052-0295,Biotechnic & histochemistry,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ibih20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ibih20,,https://www.tandfonline.com/toc/ibih20/current,,Biological Stain Commission,,http://biologicalstaincommission.org/,,,,,https://www.wikidata.org/wiki/Q4915326
1066-7857,Materials technology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ymte20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ymte20,,https://www.tandfonline.com/toc/ymte20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15760663
1812-5980,Muziki,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rmuz20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rmuz20,,https://www.tandfonline.com/toc/rmuz20/current,,UNISA Press,,https://www.unisa.ac.za/sites/corporate/default,,,,,https://www.wikidata.org/wiki/Q15750721
0191-3123,Ultrastructural pathology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iusp20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=iusp20,,https://www.tandfonline.com/toc/iusp20/current,,Society for Ultrastructural Pathology,,http://www.ultrapath.org/,,,,,https://www.wikidata.org/wiki/Q7880681
0146-8030,Fiber and integrated optics,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ufio20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ufio20,,https://www.tandfonline.com/toc/ufio20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15817023
0270-2711,Reading psychology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=urpy20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=urpy20,,https://www.tandfonline.com/toc/urpy20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15745544
1533-290X,Journal of library & information services in distance learning,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=wlis20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=wlis20,,https://www.tandfonline.com/toc/wlis20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15816562
1074-6897,The European journal of cultural policy,,,,,https://www.tandfonline.com/toc/gcul19/current,,,,,,,,,https://www.wikidata.org/wiki/Q96735525
0167-7063,Journal of neurogenetics,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ineg20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ineg20,https://www.facebook.com/journalofneurogenetics/,https://www.tandfonline.com/toc/ineg20/current,,Neuroscience Peer Review Consortium,,http://nprc.incf.org/,,,,,https://www.wikidata.org/wiki/Q6295646
8756-8233,Drugs & society,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q93709937
2160-486X,Fat studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ufts20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ufts20,,https://www.tandfonline.com/toc/ufts20/current,,,,,,,,,https://www.wikidata.org/wiki/Q63871638
1522-9025,Journal of new seeds,,,,,https://www.tandfonline.com/toc/wjns20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15755605
2326-7224,American physical education review,,,,,https://www.tandfonline.com/toc/uzjr20/current,,,,,,,,,https://www.wikidata.org/wiki/Q96701162
1087-7789,Journal of public administration education,,,,,https://www.tandfonline.com/toc/upae19/current,,,,,,,,,https://www.wikidata.org/wiki/Q96721666
1023-6244,Marine and freshwater behaviour and physiology (Print),Marine and freshwater behaviour and physiology,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=gmfw20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=gmfw20,,https://www.tandfonline.com/toc/gmfw20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15755943
0038-2167,Suid-Afrikaanse bosboutydskrif,,,,,,,,,,,,,,
1478-422X,"Corrosion engineering, science and technology",,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ycst20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ycst20,,https://www.tandfonline.com/toc/ycst20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15758453
2222-582X,Journal of early Christian history,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rech20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rech20,,https://www.tandfonline.com/toc/rech20/current,,UNISA Press,,https://www.unisa.ac.za/,,,,,https://www.wikidata.org/wiki/Q55086326
0169-4243,Journal of adhesion science and technology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tast20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tast20,,https://www.tandfonline.com/toc/tast20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15752361
0049-8254,Xenobiotica,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ixen20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ixen20,,https://www.tandfonline.com/toc/ixen20/current,,,,,,,,,https://www.wikidata.org/wiki/Q1360678
0008-9575,Central states speech journal,,,,,https://www.tandfonline.com/toc/rcst19/current,,,,,,,,,https://www.wikidata.org/wiki/Q27717016
1059-924X,Journal of agromedicine,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=wagr20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=wagr20,,https://www.tandfonline.com/toc/wagr20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15816592
1353-8322,Quality in higher education,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cqhe20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=cqhe20,,https://www.tandfonline.com/toc/cqhe20/current,,INQAAHE,,http://www.inqaahe.org/,,,,,https://www.wikidata.org/wiki/Q15767592
0017-3134,Grana,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=sgra20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=sgra20,,https://www.tandfonline.com/toc/sgra20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15755697
2473-5132,Design for health,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rfdh20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rfdh20,,https://www.tandfonline.com/toc/rfdh20/current,,,,,,,,,https://www.wikidata.org/wiki/Q63871622
1473-7140,Expert review of anticancer therapy,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iery20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=iery20,,https://www.tandfonline.com/toc/iery20/current,,,,,,,,,https://www.wikidata.org/wiki/Q2999044
0143-2060,Environmental technology letters,,,,,https://www.tandfonline.com/toc/tent19/current,,,,,,,,,https://www.wikidata.org/wiki/Q96325891
2040-610X,Comedy studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rcos20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rcos20,,https://www.tandfonline.com/toc/rcos20/current,,,,,,,,,https://www.wikidata.org/wiki/Q63871595
1462-169X,Jewish culture and history,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rjch20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rjch20,,https://www.tandfonline.com/toc/rjch20/current,,,,,,,,,https://www.wikidata.org/wiki/Q27722616
0307-1375,Arboricultural journal,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tarb20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tarb20,,https://www.tandfonline.com/toc/tarb20/current,,Arboricultural Association,,http://www.trees.org.uk/,,,,,https://www.wikidata.org/wiki/Q15746540
1751-3758,Journal of biological dynamics,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tjbd20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tjbd20,,https://www.tandfonline.com/toc/tjbd20/current,,,,,,,,https://twitter.com/JBioDynamics,https://www.wikidata.org/wiki/Q15817698
1060-586X,Post-Soviet affairs,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rpsa20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rpsa20,,https://www.tandfonline.com/toc/rpsa20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15752841
0308-1079,International journal of general systems,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ggen20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ggen20,,https://www.tandfonline.com/toc/ggen20/current,,,,,,,,,https://www.wikidata.org/wiki/Q6051404
0020-7721,International journal of systems science,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tsys20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tsys20,,https://www.tandfonline.com/toc/tsys20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15750307
1044-1859,Molecular crystals and liquid crystals incorporating nonlinear optics,,,,,https://www.tandfonline.com/toc/gmcl17/current,,,,,,,,,https://www.wikidata.org/wiki/Q96716076
2574-2442,Auditory perception & cognition,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rpac20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rpac20,,https://www.tandfonline.com/toc/rpac20/current,,,,,,,,,https://www.wikidata.org/wiki/Q63871576
0261-3530,Journal of area studies,,,,,https://www.tandfonline.com/toc/cjea18/current,,,,,,,,,
0954-0261,International review of psychiatry,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iirp20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=iirp20,,https://www.tandfonline.com/toc/iirp20/current,,World Psychiatric Association,,,,,,https://twitter.com/intrevpsych,https://www.wikidata.org/wiki/Q15752216
0007-1617,British phycological journal,,,,,https://www.tandfonline.com/toc/tejp19/current,,,,,,,,,https://www.wikidata.org/wiki/Q53953264
0728-8433,Australian cultural history,,,,,https://www.tandfonline.com/toc/rahi20/current,,,,,,,,,
0190-4167,Journal of plant nutrition,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=lpla20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=lpla20,,https://www.tandfonline.com/toc/lpla20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15762505
0038-528X,Soviet anthropology and archeology,,,,,https://www.tandfonline.com/toc/maae19/current,,,,,,,,,https://www.wikidata.org/wiki/Q27718200
0955-2367,Asian philosophy,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=casp20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=casp20,,https://www.tandfonline.com/toc/casp20/current,,,,,,,,,https://www.wikidata.org/wiki/Q4806723
1463-6204,Journal of Spanish cultural studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cjsc20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=cjsc20,,https://www.tandfonline.com/toc/cjsc20/current,,,,,,,,https://twitter.com/journaljscs,https://www.wikidata.org/wiki/Q15767602
0022-1309,The Journal of general psychology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=vgen20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=vgen20,,https://www.tandfonline.com/toc/vgen20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15753709
1754-9507,International journal of speech-language pathology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iasl20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=iasl20,,https://www.tandfonline.com/toc/iasl20/current,,Speech Pathology Association of Australia,,http://www.speechpathologyaustralia.org.au/,,,,https://twitter.com/ijslp,https://www.wikidata.org/wiki/Q6051593
0882-6994,Soviet economy,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27718834
1037-1397,Japanese studies (Bundoora),,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cjst20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=cjst20,,https://www.tandfonline.com/toc/cjst20/current,,Japanese Studies Association of Australia,,http://www.jsaa.org.au/,,,,,https://www.wikidata.org/wiki/Q15753133
0305-0068,Comparative education,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cced20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=cced20,,https://www.tandfonline.com/toc/cced20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15750953
1058-2452,Journal of musculoskeletal pain,,,,,https://www.tandfonline.com/toc/imup20/current,,,,,,,,,https://www.wikidata.org/wiki/Q6295612
1522-8932,Journal of forensic psychology practice,,,,,https://www.tandfonline.com/toc/wfpp20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15763592
0072-1395,Geoscience and man,,,,,https://www.tandfonline.com/toc/tpal19/current,,,,,,,,,https://www.wikidata.org/wiki/Q96703688
0957-5146,Early years,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ceye20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ceye20,,https://www.tandfonline.com/toc/ceye20/current,,TACTYC (Association for Professional Development in Early Years),,https://tactyc.org.uk/,,,,,https://www.wikidata.org/wiki/Q15764404
2766-0400,Science and technology of advanced materials,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tsta20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tsta20,https://www.facebook.com/STAM.journal/,https://www.tandfonline.com/toc/tsta20/current,,National Institute for Materials Science,Empa,http://www.nims.go.jp/eng/index.html,https://www.empa.ch/web/empa,,,https://twitter.com/stam_journal,https://www.wikidata.org/wiki/Q4140530
1738-6357,Integrative Biosciences,,,,,https://www.tandfonline.com/toc/tacs19/current,,,,,,,,,
1747-1060,Journal of organ dysfunction,,,,,https://www.tandfonline.com/toc/ijod20/current,,,,,,,,,https://www.wikidata.org/wiki/Q27723548
